252	bo-boheme	Bohème
253	quartier	
254	et	
255	gra	
256	que	
257	cet, te	
258	que, lle	
259	envoy, e	
260	quelque, s	
261	Duc d'Aremberg	
262	question	
263	gli	
264	encore	
265	import	
266	qui	
267	cardinal	
268	juge	
269	qu'il, s	
270	ecosse, ois	Ecosse/Ecossois
271	isle	
272	quo	
273	aucun, e	
274	quoi	
275	heur	
276	des	
277	ier	
278	quoique	
279	mylord Carteret	
280	qu'on	
281	fortifi	
282	da	
283	r	
284	le Grand Duc	
285	as	? a + long s (as); could be af
286	ra	
287	el, le, s	
288	mo	
289	raison	
290	ce	
291	Ratisbonne	
292	flü	? flu with diaeresis over u
293	mettre	
294	re	? clearly "re" on sheet; check list says tre
295	be	
296	re	
297	fond, s	
298	mediterranée	
299	re	
300	confer	
301	a	
302	re	
303	dra	
304	gro	
305	reciproque	
306	ci	
307	reçu	
308	e	? small curl after e (accent?)
309	hu	
310	reine	
311	autant	
312	la	
313	la Reine d'Hongrie	
314	dre-dresden	Dresden
315	milan	
316	refus	
317	ce qu'il, s	
318	regiment	
319	ga	
320	religion	
321	ab, le	
322	rendre	
323	de	
324	j'ay été	
325	répon	
326	cavalerie	
327	republique	
328	faveur	
329	resident	
330	cru	
331	marechal	
332	resolu	
333	artillerie	
334	le Rhin	
335	expres	
336	ri	
337	confirm, e	
338	la Moselle	
339	rien	
340	dessein, s	
341	ro	
342	ba	
343	Roy	
344	ex-excellence	
345	rois	
346	cependant	
347	roient	
348	employ	
349	ju	
350	roit	
351	ar	
352	Royaume	
353	ent, s	
354	contre, aire	contre/contraire
355	ront	
356	fre	
357	rr	
358	Britannique	
359	rs	
360	l'Electeur de	
361	rt	
362	consider	
363	la Haye	
364	ru-Russe	
365	avan, t	
366	s	
367	fle	
368	s	
369	commun, i	
370	s	
371	force, s	
372	s	
373	bra, -brabandt	Brabant
374	s	
375	garan	
376	s	
377	confi	
378	neutralité	
379	de la	
380	que	
381	afinque	afin que
382	sa	
383	la	
384	de	
385	Sanction Pragmatique	
386	circonstance, s	
387	gu	
388	sa Majesté	
389	declar, e	
390	j'ay reçeu	
391	que	
392	blo	
393	sans	
394	facile, ité	
395	satisfa, ction	satisfaction
396	con	
397	saxe, on, s	Saxe/Saxon(s)
398	gno	
399	scavoir	a blot/stroke before the word
400	à la	accent written as a caret/breve
