610	va	
611	dru	
612	tot	
613	avec	
614	intention, s	
615	vaisseau, x	
616	correspond, ance	
617	ve	
618	general, aux	
619	traite	
620	la Grde Bretagne	
621	Gouvern, e	
622	trav, ail	? travail (a dot/comma between v and ail)
623	crain	
624	lieu	
625	tre	
626	ambassadeur, s	
627	Treves	
628	tri	
629	eclaircissement	
630	tro	
631	hi - Hildburghausen	
632	ce qui	
633	trop	
634	l'empereur	
635	non	
636	trouble, s	
637	barriere	
638	ir	
639	trouppe, s	
640	efficace	
641	trouve	
642	bro, - Mr. de Broglio	
643	ici	
644	tru	
645	desir, s	
646	lui	
647	tt	
648	ac	
649	glo	
650	tu - Turc, quie	
651	espere	
652	venir	
653	blu	
654	venise	
655	fro	
656	vent	
657	ee	
658	verité	
659	ayant	
660	Irlande, ais	
661	conseil, s	
662	ha	
663		
664	campagne, s	
665	qui	
666		
667	ennemi, s	
668	grand, e, s	? "grand, a, s" (middle letter unclear)
669		
670	arme, s	
671	que	
672	fu	? su (f with crossbar looks f)
673		
674	cli, - climat	
675		
676	il y a	
677	e	? c (single large letter)
678	main, s	
679		
680	le Baron de Steinberg	
681	Newpery	spelling as written (= Neipperg); ? Newperg
682	es, se	? "es, ce"
683	za	
684	chambre, s	
685	jamais	
686	nu	
687	depeche, s	
688	ze	written "z-e" / "ze"
689	ainsi	
690	zele	
691	faire	
692	zi	
693	certain, e, s	
694	zo	
695	france, ois	
696	zu	
697	empeche	
698	tenir	
699	gri - ef, s	
700	ai	
701	h	
702	compagnie, s	
703	gla	
704	te	
705	dernier, e, s	
706	ter	
707	bien	
708	glu	
709	tes	
710	le Danube	
711	maniere	
712		
713	cause, s	
714	nt	
715	evenement, s	
716		
717	accommode	
718	Luxembourg	
719	ti	
720	Dunquerque	
721	tion, s	
722	le Card. de Fleuri	written "le Cardl de Fleuri"
723	juste, ice	
724	te	
725	conjoncture, s	
726	notre	
727	tir	
728	avis	
729	insinu, e	
730		
731	les Etats Generaux	
732		
733	Mr. de Bussi	
734		
735	f	? s (single long-s/f sign written between 735 and 736 lines, stroke through middle)
736		? the 735 sign may belong here
737	clo	
738		
739	interet, s	
740	alleman, d, s, gne	
741	Hongrie, ois	
742		
743	dro	
744	Lieutenant	
745		
746	bri	
747	marche	
748		
749	ef	? es (e + long s)
750	me	
751		
752	ance, s	
753		
754	exclu	
755	mecontent	
756		
757	corps	
758		
759	Flandres - mand	
760	la	
761	b	
762	vers	
763	et	
764	ligue - le Genl. Ligonir	written "le Genl Ligonir" (l superscript)
765	veu	
766	baltique	
767	vi	
768	ger	
769	vienne	
770	entre	
771	un, e	
772	gen, s	
773	em	
774	Hannover, ien, s	
775	uni	
776	espagne, ol, s	
777	vo	
778	fait	
779	voi	
780	effet, s	
781	Landgrave	
782	in, s	
783	annulle la precedente	
784	mais	
785	volonté	
786	honneur, s	
787	xo	
788	il, s	
789	xu	
790	j'ay	
791	madame	blotted; ? madame
792	y	
793	ku	
794	ne	
795	il est	
796	mayence	
797	z	
798	li	
799	negoci	
800	madrid	
801	launay	
802	Bülow	
803	Ligne	? ligne
804	rampart	
805	Sommerfeldt	
806	auditeur obr -	abbreviation "obr-" (ober-?); line runs on
807	brigadier	
808	westphalie	
809	adelebs	as written (Adelebsen?)
810	etappe	
811		
812	canon	
813	liege	
814	Schoulenbourg	
815		faint traces, possibly erased
816	Reinecke	
817	Limbourg	
818		
819	Aide de Camp	
820	mine	
821	Zastrow	
822	borch	
823	pontpietin	
824	guide	
825	hopital	
826	Sporcken	
827		
828	colonel	
829	major	
830	wrangel	
831	blocus	
832		
833	fantassin	
834		
835	siege	
836	meuse, la	
837	bremer	? bromer
838	poudre	
839	wrede	
840	diedel	
841	halte	
842	middachten	
843	bombe	
844	mortier	
845	Ilten	written "Jlten"
846	soubiron	
847	brückman	
848	Juliers	
849	monroy	? mouroy
850	wend	
851	fosse	
852	bergues	
853	montigny	
854	Hammerstein	
855	ostende	
856	dragon	
857	Pauli	
858	fourage	
859	ponton	
860	boulet	
861	Gueldre	
862		
863	bösselager	written "bösselager" (Bösselager)
