id,level,name,url,published,author,solves,human_flagged,llm_flagged,first_llm_solve,human_solvers,llm_solvers,solution_public,attempts
207,2,SIGABA CSP-2900 — Part 1,https://mysterytwister.org/challenges/level-2/sigaba-csp-2900-part-1,2021-07-31,Nils Kopal,2,2,0,,Jerva; George Lasry,,,15
210,2,SIGABA CSP-889 — Part 2,https://mysterytwister.org/challenges/level-2/sigaba-csp-889-part-2,2021-06-01,Nils Kopal,2,2,0,,Jerva; George Lasry,,,15
209,2,SIGABA CSP-889 — Part 1,https://mysterytwister.org/challenges/level-2/sigaba-csp-889-part-1,2021-06-01,Nils Kopal,2,2,0,,Jerva; George Lasry,,,15
273,2,Weakened ElsieFour — Part 2,https://mysterytwister.org/challenges/level-2/weakened-elsiefour-part-2,2018-04-28,Anna Lena Rotthaler,2,2,0,,George Lasry; chinafish,,,15
110,2,ASAC — A Strong(er) ADFGVX Cipher — Part 3,https://mysterytwister.org/challenges/level-2/asac--a-stronger-adfgvx-cipher--part-3,2016-07-09,Stefan Fendt,2,2,0,,Emanuele; chinafish,,,15
276,2,Weakened Granit — Part 3,https://mysterytwister.org/challenges/level-2/weakened-granit-part-3,2015-09-24,Jörg Drobick,2,1,1,2026-06-26,chinafish,Ron Stoner,,15
180,2,Monoalphabetic Substitution with Camouflage — Part 6,https://mysterytwister.org/challenges/level-2/monoalphabetic-substitution-with-camouflage--part-6,2012-06-30,Viktor Veselovsky,2,2,0,,Peter Mustermann; George Lasry,,,15
152,2,Hilly — Part 2,https://mysterytwister.org/challenges/level-2/hilly-part-2,2017-10-17,Yahya Almardeny,3,2,1,2026-09-11,Em Doulgerakis; chinafish,luigylemon,,15
225,2,The Hutton Cipher – Part 3,https://mysterytwister.org/challenges/level-2/the-hutton-cipher-part-3,2023-07-21,Eric Bond Hutton,4,4,0,,madness; Armin Krauss; J-L Morel; George Lasry,,,15
234,2,"""The Road"" — Part 2",https://mysterytwister.org/challenges/level-2/the-road-part-2,2018-12-08,Marc Gutgesell,4,3,1,2026-07-12,Brian Oberg; Eric; chinafish,Apoorv Raj Saxena,,15
274,2,Weakened ElsieFour — Part 3,https://mysterytwister.org/challenges/level-2/weakened-elsiefour-part-3,2017-10-03,Anna Lena Rotthaler,4,4,0,,Nicolas; Michael Möller; D3d4lu5; Eugene,,,15
147,2,Handycipher — Part 10,https://mysterytwister.org/challenges/level-2/handycipher-part-10,2019-06-25,Bruce Kallick,5,2,3,2026-06-29,D3d4lu5; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
244,2,The SZ42 Challenge — Part 11,https://mysterytwister.org/challenges/level-2/the-sz42-challenge-part-11,2021-01-30,Nils Kopal,6,5,1,2026-09-11,George Lasry; Kurt Gebauer; Eugene; Luigi Tomelli; chinafish,luigylemon,,15
154,2,Holographic Encryption — Part 2,https://mysterytwister.org/challenges/level-2/holographic-encryption-part-2,2017-04-07,Nicolas Pavillon,6,5,1,2026-09-11,Viktor; Armin Krauss; Eugene; jgamblin; chinafish,luigylemon,,15
109,2,ASAC — A Strong(er) ADFGVX Cipher — Part 2,https://mysterytwister.org/challenges/level-2/asac--a-stronger-adfgvx-cipher--part-2,2016-07-09,Stefan Fendt,6,3,3,2026-06-27,George Lasry; Emanuele; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
226,2,The Hutton Cipher – Part 4,https://mysterytwister.org/challenges/level-2/the-hutton-cipher-part-4,2023-09-06,Eric Bond Hutton,7,5,2,2026-07-14,madness; J-L Morel; Armin Krauss; George Lasry; chinafish,Apoorv Raj Saxena; luigylemon,,15
272,2,Weakened ElsieFour — Part 1,https://mysterytwister.org/challenges/level-2/weakened-elsiefour-part-1,2018-04-28,Anna Lena Rotthaler,7,7,0,,Theofanidis; Michael Möller; D3d4lu5; Eugene; George Lasry; Peter Uelkes; chinafish,,,15
218,2,Spirale — Part 3,https://mysterytwister.org/challenges/level-2/spirale-part-3,2015-08-23,Philippe Allard,8,6,2,2026-07-25,Jerva; J-L Morel; George Lasry; D3d4lu5; Theofanidis; Luigi Tomelli,chinafish; luigylemon,,15
139,2,Extended Handycipher — Part 3,https://mysterytwister.org/challenges/level-2/extended-handycipher-part-3,2015-03-27,Bruce Kallick,8,5,3,2026-06-29,Michael Möller; George Lasry; D3d4lu5; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
138,2,Extended Handycipher — Part 2,https://mysterytwister.org/challenges/level-2/extended-handycipher-part-2,2015-03-27,Bruce Kallick,8,5,3,2026-06-29,Michael Möller; George Lasry; D3d4lu5; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
137,2,Extended Handycipher — Part 1,https://mysterytwister.org/challenges/level-2/extended-handycipher-part-1,2015-03-27,Bruce Kallick,8,5,3,2026-06-29,Michael Möller; George Lasry; D3d4lu5; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
115,2,Bigram Substitution – Part 2,https://mysterytwister.org/challenges/level-2/bigramm-02,2025-10-27,"Bernhard Esslinger, Lillin Modi",10,10,0,,Martin Pescador; Michael; xiaozhuan; Patrick Foster; Robert; Theofanidis; Alain; therandomattack; Peter Uelkes; chinafish,,,15
125,2,Differential Cryptanalysis — Part 2,https://mysterytwister.org/challenges/level-2/differential-cryptanalysis-part-2,2020-01-28,"Nils Kopal, Christian Bender",10,8,2,2026-07-08,Eugene; Dominik M.; Kurt Gebauer; Christian Schürch; Luigi Tomelli; jgamblin; Jerva; chinafish,Apoorv Raj Saxena; luigylemon,,15
121,2,Christmas Challenge 2019: Differential Cryptanalysis — Part 1,https://mysterytwister.org/challenges/level-2/christmas-challenge-2019-differential-cryptanalysis-part-1,2019-12-22,"Nils Kopal, Christian Bender",10,8,2,2026-07-08,Eugene; Kurt Gebauer; Dominik M.; Christian Schürch; Luigi Tomelli; jgamblin; Jerva; chinafish,Apoorv Raj Saxena; luigylemon,,15
160,2,Kaskade-S/T — Part 6 (RansomKaskade Part 1),https://mysterytwister.org/challenges/level-2/kaskade-s-t-part-6-ransomkaskade-part-1,2017-07-02,"Miroslav Dimitrov, Bernhard Esslinger",10,8,2,2026-07-09,Armin Krauss; Michael Möller; Kurt Gebauer; George Lasry; Alain Collignon; D3d4lu5; jgamblin; chinafish,Apoorv Raj Saxena; luigylemon,,15
217,2,Spirale — Part 2,https://mysterytwister.org/challenges/level-2/spirale-part-2,2015-08-23,Philippe Allard,10,8,2,2026-07-24,Jerva; J-L Morel; George Lasry; Kurt Gebauer; D3d4lu5; Theofanidis; Peter Uelkes; Luigi Tomelli,chinafish; luigylemon,,15
216,2,Spirale — Part 1,https://mysterytwister.org/challenges/level-2/spirale-part-1,2015-08-23,Philippe Allard,10,8,2,2026-07-24,Jerva; J-L Morel; George Lasry; Kurt Gebauer; D3d4lu5; Theofanidis; Peter Uelkes; Luigi Tomelli,chinafish; luigylemon,,15
222,2,The Fialka Challenge – Part 3,https://mysterytwister.org/challenges/level-2/the-fialka-challenge-part-3,2024-11-04,madness,11,8,3,2026-07-16,Michael; J-L Morel; Robert; Luigi Tomelli; Alain Collignon; Martin Pescador; Jerva; chinafish,Apoorv Raj Saxena; luigylemon; someone,,10
221,2,The Fialka Challenge – Part 2,https://mysterytwister.org/challenges/level-2/the-fialka-challenge-part-2,2024-09-25,madness,11,8,3,2026-07-16,Michael; J-L Morel; Robert; Luigi Tomelli; Alain Collignon; Martin Pescador; Jerva; chinafish,Apoorv Raj Saxena; luigylemon; someone,,10
243,2,The SZ42 Challenge — Part 10,https://mysterytwister.org/challenges/level-2/the-sz42-challenge-part-10,2021-01-30,Nils Kopal,11,9,2,2026-07-07,Eugene; Kurt Gebauer; George Lasry; Luigi Tomelli; Polaris; madness; Javantea; jgamblin; chinafish,Martin Pescador; luigylemon,,15
282,2,Weakened Handycipher — Part 6,https://mysterytwister.org/challenges/level-2/weakened-handycipher-part-6,2016-06-28,Bruce Kallick,11,8,3,2026-06-25,Alain; Michael Möller; George Lasry; Nicolas; D3d4lu5; Michael; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
281,2,Weakened Handycipher — Part 5,https://mysterytwister.org/challenges/level-2/weakened-handycipher-part-5,2016-06-28,Bruce Kallick,11,8,3,2026-06-25,Michael Möller; Alain; George Lasry; Nicolas; D3d4lu5; Michael; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
280,2,Weakened Handycipher — Part 4,https://mysterytwister.org/challenges/level-2/weakened-handycipher-part-4,2016-06-28,Bruce Kallick,11,8,3,2026-06-25,Michael Möller; Alain; George Lasry; Nicolas; D3d4lu5; Michael; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
146,2,Handycipher — Part 1,https://mysterytwister.org/challenges/level-2/handycipher-part-1,2015-03-03,Bruce Kallick,11,8,3,2026-06-29,Alain; Michael Möller; George Lasry; Nicolas; D3d4lu5; Michael; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
153,2,Holographic Encryption — Part 1,https://mysterytwister.org/challenges/level-2/holographic-encryption-part-1,2017-04-07,Nicolas Pavillon,12,10,2,2026-06-28,Viktor; Armin Krauss; Bart den Hartog; D3d4lu5; Eugene; Kurt Gebauer; Luigi Tomelli; Javantea; jgamblin; chinafish,Ron Stoner; luigylemon,,15
164,2,Kaskade-S/T — Part 5,https://mysterytwister.org/challenges/level-2/kaskade-st--part-5,2011-05-05,Bernhard Esslinger,12,11,1,2026-09-12,J. M.; Peter Mustermann; Armin Krauss; Bart den Hartog; George Lasry; Julia Bernotat; Alain; Michael Möller; Mir Dim; D3d4lu5; chinafish,luigylemon,,20
220,2,The Fialka Challenge – Part 1,https://mysterytwister.org/challenges/level-2/the-fialka-challenge-part-1,2024-08-28,madness,13,10,3,2026-07-16,Michael; Claude Vaillancourt; J-L Morel; Robert; Luigi Tomelli; Alain Collignon; Martin Pescador; jgamblin; Jerva; chinafish,Apoorv Raj Saxena; luigylemon; someone,,10
134,2,Elliptic Boogaloo – Part 1,https://mysterytwister.org/challenges/level-2/elliptic-boogaloo-part-1,2023-11-27,newton,13,10,3,2026-06-23,Luigi Tomelli; Jerva; Em Doulgerakis; v; jgamblin; Dominik M.; PTiberius; Martin Pescador; Javantea; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
233,2,"""The Road"" — Part 1",https://mysterytwister.org/challenges/level-2/the-road-part-1,2018-12-08,Marc Gutgesell,13,12,1,2026-07-12,Armin Krauss; Viktor; D3d4lu5; Eugene; Snake; Michael; Brian Oberg; Eric; xiaozhuan; Patrick Foster; chinafish; Aliazer,Apoorv Raj Saxena,,15
151,2,Hilly — Part 1,https://mysterytwister.org/challenges/level-2/hilly-part-1,2017-01-25,Yahya Almardeny,13,11,2,2026-07-08,Viktor; Dominik M.; Alain; Alain Collignon; Em Doulgerakis; D3d4lu5; Eugene; Bart den Hartog; Kurt Gebauer; jgamblin; chinafish,Apoorv Raj Saxena; luigylemon,,15
148,2,Handycipher — Part 2,https://mysterytwister.org/challenges/level-2/handycipher-part-2,2015-03-03,Bruce Kallick,13,10,3,2026-06-29,Alain; Michael Möller; Em Doulgerakis; George Lasry; Nicolas; D3d4lu5; Random Dude; Michael; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
256,2,The T52 Sturgeon Challenge — Part 10,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-10,2019-08-10,George Lasry,14,11,3,2026-06-24,Kurt Gebauer; Michael Möller; Snake; Nicolas; Jerva; Rogue Rambler; Theofanidis; madness; Javantea; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
264,2,The T52 Sturgeon Challenge — Part 7,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-7,2019-08-10,George Lasry,14,11,3,2026-06-24,D3d4lu5; Kurt Gebauer; Snake; Nicolas; Michael Möller; Rogue Rambler; madness; Javantea; Theofanidis; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
263,2,The T52 Sturgeon Challenge — Part 6,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-6,2019-08-10,George Lasry,14,12,2,2026-07-10,D3d4lu5; Kurt Gebauer; Snake; Nicolas; Rogue Rambler; Michael Möller; madness; Javantea; Theofanidis; Emanuele; Martin Pescador; chinafish,Apoorv Raj Saxena; luigylemon,,15
133,2,Double Column Transposition — Part 5,https://mysterytwister.org/challenges/level-2/double-column-transposition-part-5,2014-06-23,George Lasry,14,13,1,2026-07-10,Francisco Moraes; Peter Mustermann; Alain; Theofanidis; Marc; D3d4lu5; Bart den Hartog; Mir Dim; Peter Uelkes; xiaozhuan; Snake; Emanuele; chinafish,Apoorv Raj Saxena,,15
104,2,Akelarre Part 1,https://mysterytwister.org/challenges/level-2/akelarre-part-1,2010-11-24,Mark Stamp,14,12,2,2026-07-08,Armin Krauss; J. M.; Jan Temme; Viktor; Bart den Hartog; Alain; zahir mohsen moradi; D3d4lu5; George Lasry; Eugene; Michael; chinafish,Apoorv Raj Saxena; luigylemon,,20
258,2,The T52 Sturgeon Challenge — Part 12,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-12,2019-08-10,George Lasry,15,12,3,2026-06-24,D3d4lu5; Kurt Gebauer; Michael Möller; Snake; Nicolas; Jerva; Rogue Rambler; Theofanidis; madness; Javantea; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
266,2,The T52 Sturgeon Challenge — Part 9,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-9,2019-08-10,George Lasry,15,12,3,2026-06-24,Kurt Gebauer; Michael Möller; Snake; Nicolas; Jerva; Rogue Rambler; Theofanidis; madness; Javantea; Emanuele; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
262,2,The T52 Sturgeon Challenge — Part 5,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-5,2019-08-10,George Lasry,15,12,3,2026-06-24,D3d4lu5; Kurt Gebauer; Snake; Nicolas; Rogue Rambler; Michael Möller; madness; Javantea; Theofanidis; Emanuele; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
188,2,ORYX Stream Cipher — Part 4a,https://mysterytwister.org/challenges/level-2/oryx-stream-cipher-part-4a,2014-04-14,"Mark Stamp, Richard M. Low",15,12,3,2026-07-08,Armin Krauss; Kurt Gebauer; Jerva; Forrest Gump; Julia Bernotat; Alain; Javantea; Nicolas; George Lasry; D3d4lu5; Michael; Gerd Wilts,Apoorv Raj Saxena; chinafish; luigylemon,,15
198,2,Post-Quantum Cryptography: Unbalanced Oil and Vinegar System — Part 2,https://mysterytwister.org/challenges/level-2/post-quantum-cryptography-unbalanced-oil-and-vinegar-system--part-2,2011-04-13,"Marc Kleffmann, Enrico Thomae, Christopher Wolf",15,14,1,2026-09-11,Keith Randall; J. M.; Viktor; Bart den Hartog; Luigi Tomelli; Alain; Em Doulgerakis; Mir Dim; Kasia; D3d4lu5; Rusydi; Eugene; Martin Pescador; chinafish,luigylemon,,20
246,2,The SZ42 Challenge — Part 13,https://mysterytwister.org/challenges/level-2/the-sz42-challenge-part-13,2021-10-06,Nils Kopal,16,12,4,2026-06-27,Eugene; Kurt Gebauer; Theofanidis; Jerva; Luigi Tomelli; Peter Uelkes; Rogue Rambler; George Lasry; madness; Javantea; Snake; chinafish,Ron Stoner; Martin Pescador; Apoorv Raj Saxena; luigylemon,,15
257,2,The T52 Sturgeon Challenge — Part 11,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-11,2019-08-10,George Lasry,16,13,3,2026-06-24,D3d4lu5; Kurt Gebauer; Michael Möller; Snake; Nicolas; Jerva; Rogue Rambler; Theofanidis; madness; Javantea; Emanuele; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
200,2,PX-1000 Encryption – Part 1,https://mysterytwister.org/challenges/level-2/px-1000-encryption-part-1,2024-06-10,Jörg Drobick,17,14,3,2026-06-27,Alain Collignon; madness; Luigi Tomelli; Claude Vaillancourt; Robert; Silvia Kortmann; Armin Krauss; Theofanidis; Michael; Javantea; Random Dude; jgamblin; Dr. René Bäder; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,20
245,2,The SZ42 Challenge — Part 12,https://mysterytwister.org/challenges/level-2/the-sz42-challenge-part-12,2021-10-06,Nils Kopal,17,13,4,2026-06-27,Eugene; Kurt Gebauer; Theofanidis; Jerva; George Lasry; Luigi Tomelli; Peter Uelkes; Rogue Rambler; J-L Morel; madness; Javantea; Snake; chinafish,Ron Stoner; Martin Pescador; Apoorv Raj Saxena; luigylemon,,15
237,2,The SIGABA Challenge — Part 2,https://mysterytwister.org/challenges/level-2/the-sigaba-challenge-part-2,2020-03-05,George Lasry,17,12,5,2026-06-25,Jerva; Kurt Gebauer; Dominik M.; Snake; D3d4lu5; Nicolas; Eugene; Em Doulgerakis; Michael; madness; Mahmood Tavafoghi; jgamblin,Ron Stoner; Apoorv Raj Saxena; Martin Pescador; chinafish; luigylemon,,15
265,2,The T52 Sturgeon Challenge — Part 8,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-8,2019-08-10,George Lasry,17,14,3,2026-06-24,D3d4lu5; Kurt Gebauer; Michael Möller; Snake; Nicolas; Jerva; Rogue Rambler; H. Lautenschlager; Theofanidis; madness; Javantea; Emanuele; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
230,2,The Josse Challenge – Part 3,https://mysterytwister.org/challenges/level-2/the-josse-challenge-part-3,2023-03-27,Nils Kopal,18,17,1,2026-09-12,Michael; Kurt Gebauer; madness; Peter Uelkes; Theofanidis; Alain; Luigi Tomelli; George Lasry; J-L Morel; Armin Krauss; Alain Collignon; Rogue Rambler; xiaozhuan; Robert; Emanuele; Michel Van Caneghem; chinafish,luigylemon,,15
241,2,The Syllabary Cipher – Part 5,https://mysterytwister.org/challenges/level-2/the-syllabary-cipher-part-5,2022-10-28,Nils Kopal,18,16,2,2026-07-08,madness; J-L Morel; Claude Vaillancourt; sarah b; Michael; Theofanidis; Peter Uelkes; Alain Collignon; Brian Oberg; xiaozhuan; Eugene; George Lasry; Eric; Robert; Kaz; chinafish,Apoorv Raj Saxena; luigylemon,,15
240,2,The Syllabary Cipher – Part 4,https://mysterytwister.org/challenges/level-2/the-syllabary-cipher-part-4,2022-10-28,Nils Kopal,18,16,2,2026-07-08,madness; J-L Morel; Claude Vaillancourt; Michael; Peter Uelkes; Theofanidis; Alain Collignon; sarah b; Brian Oberg; xiaozhuan; Eugene; George Lasry; Eric; Robert; Kaz; chinafish,Apoorv Raj Saxena; luigylemon,,15
384,2,The Impatient Notary,https://mysterytwister.org/challenges/level-2/impatient-notary,2026-08-27,"NumberSmith, Elducartor, Lars Adolph",19,14,5,2026-08-27,Viktor; Javantea; Luigi Tomelli; madness; Peter Uelkes; Dominik M.; Kurt Gebauer; Michael; Theofanidis; Dr. René Bäder; jgamblin; chinafish; Alain; Snake,Michel Van Caneghem; AndrewEpstein; luigylemon; Guilherme Goycoechea; ez-clawd,,15
105,2,Alberti Challenge — Part 2,https://mysterytwister.org/challenges/level-2/alberti-challenge-part-2,2022-05-14,Peter Uelkes,19,16,3,2026-06-26,George Lasry; Eugene; Theofanidis; Michael; madness; Polaris; Alain; J-L Morel; Somebody; xiaozhuan; Luigi Tomelli; Patrick Foster; jgamblin; Emanuele; chinafish; G. W.,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
175,2,Modified Vigenère Cipher,https://mysterytwister.org/challenges/level-2/modified-vigenere-cipher,2022-01-24,Encrypted Puzzle,19,16,3,2026-06-23,Alain Collignon; Michael; sarah b; Theofanidis; Dominik M.; George Lasry; Peter Uelkes; Polaris; madness; J-L Morel; xiaozhuan; Kaz; therandomattack; Snake; Patrick Foster; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
236,2,The SIGABA Challenge — Part 1,https://mysterytwister.org/challenges/level-2/the-sigaba-challenge-part-1,2020-02-29,George Lasry,19,15,4,2026-06-25,Jerva; Dominik M.; Kurt Gebauer; Snake; D3d4lu5; Nicolas; Eugene; Em Doulgerakis; Michael Möller; Michael; madness; Mahmood Tavafoghi; jgamblin; Alain Collignon; chinafish,Ron Stoner; Apoorv Raj Saxena; Martin Pescador; luigylemon,,15
120,2,Cascading Encryption — Part 3/3,https://mysterytwister.org/challenges/level-2/cascading-encryption-part-3-3,2013-03-29,A. Wacker,19,17,2,2026-07-12,Luigi Tomelli; J. M.; George Lasry; Em Doulgerakis; Kurt Gebauer; Bart den Hartog; Viktor; Alain; Armin Krauss; Szabó Zoltán; D3d4lu5; Eugene; Rogue Rambler; Mahmood Tavafoghi; Jin; Martin Pescador; chinafish,Apoorv Raj Saxena; luigylemon,,15
254,2,The SZ42 Challenge — Part 9,https://mysterytwister.org/challenges/level-2/the-sz42-challenge-part-9,2020-12-19,Nils Kopal,21,17,4,2026-06-27,Kurt Gebauer; Eugene; H. Lautenschlager; George Lasry; zuben c3; Theofanidis; Luigi Tomelli; J-L Morel; Peter Uelkes; Rogue Rambler; Polaris; Jerva; madness; Javantea; jgamblin; Snake; chinafish,Ron Stoner; Martin Pescador; Apoorv Raj Saxena; luigylemon,,15
253,2,The SZ42 Challenge — Part 8,https://mysterytwister.org/challenges/level-2/the-sz42-challenge-part-8,2020-10-31,Nils Kopal,21,17,4,2026-06-27,Eugene; Kurt Gebauer; H. Lautenschlager; Snake; George Lasry; Theofanidis; zuben c3; J-L Morel; Luigi Tomelli; Peter Uelkes; Rogue Rambler; Polaris; Jerva; madness; Javantea; jgamblin; chinafish,Ron Stoner; Martin Pescador; Apoorv Raj Saxena; luigylemon,,15
252,2,The SZ42 Challenge — Part 7,https://mysterytwister.org/challenges/level-2/the-sz42-challenge-part-7,2020-10-27,Nils Kopal,21,17,4,2026-06-27,Kurt Gebauer; Eugene; George Lasry; H. Lautenschlager; Theofanidis; zuben c3; J-L Morel; Luigi Tomelli; Peter Uelkes; Rogue Rambler; Polaris; Jerva; madness; Javantea; jgamblin; Snake; chinafish,Ron Stoner; Martin Pescador; Apoorv Raj Saxena; luigylemon,,15
261,2,The T52 Sturgeon Challenge — Part 4,https://mysterytwister.org/challenges/level-2/the-t52-sturgeon-challenge-part-4,2019-07-22,George Lasry,21,17,4,2026-06-24,Kurt Gebauer; D3d4lu5; Alain Collignon; Luigi Tomelli; Michael Möller; Snake; Dominik M.; Nicolas; Jerva; Rogue Rambler; Seth Kintigh; Theofanidis; madness; Javantea; Emanuele; jgamblin; chinafish,Ron Stoner; Martin Pescador; Apoorv Raj Saxena; luigylemon,,15
279,2,Weakened Handycipher — Part 3,https://mysterytwister.org/challenges/level-2/weakened-handycipher-part-3,2015-05-13,Bruce Kallick,21,18,3,2026-06-25,Kurt Gebauer; Armin Krauss; Julia Bernotat; Jerva; Alain; zahir mohsen moradi; Michael Möller; Em Doulgerakis; George Lasry; Nicolas; D3d4lu5; Viktor; Danny Higgins; Random Dude; Michael; Martin Pescador; chinafish; Snake,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
278,2,Weakened Handycipher — Part 2,https://mysterytwister.org/challenges/level-2/weakened-handycipher-part-2,2015-05-13,Bruce Kallick,21,18,3,2026-06-25,Kurt Gebauer; Armin Krauss; Julia Bernotat; Alain; Michael Möller; zahir mohsen moradi; Em Doulgerakis; George Lasry; Nicolas; D3d4lu5; Viktor; Danny Higgins; Random Dude; Jerva; Michael; Martin Pescador; chinafish; Snake,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
229,2,The Josse Challenge – Part 2,https://mysterytwister.org/challenges/level-2/the-josse-challenge-part-2,2023-02-25,Nils Kopal,22,20,2,2026-07-16,Michael; Peter Uelkes; Kurt Gebauer; J-L Morel; madness; Theofanidis; Alain; Alain Collignon; Luigi Tomelli; Thomas; George Lasry; Armin Krauss; Rogue Rambler; xiaozhuan; Jerva; Robert; Polaris; Emanuele; Michel Van Caneghem; chinafish,Apoorv Raj Saxena; luigylemon,,15
228,2,The Josse Challenge – Part 1,https://mysterytwister.org/challenges/level-2/the-josse-challenge-part-1,2023-02-10,Nils Kopal,22,20,2,2026-07-16,J-L Morel; Kurt Gebauer; Peter Uelkes; Luigi Tomelli; madness; xiaozhuan; Michael; Alain Collignon; Theofanidis; Alain; Thomas; George Lasry; Armin Krauss; Rogue Rambler; Jerva; Robert; Polaris; Emanuele; Michel Van Caneghem; chinafish,Apoorv Raj Saxena; luigylemon,,15
150,2,Hill Cipher,https://mysterytwister.org/challenges/level-2/hill-cipher,2022-09-04,Peter Uelkes,22,19,3,2026-06-26,Dominik M.; Polaris; Kurt Gebauer; Michael; madness; Viktor; Alain; J-L Morel; Theofanidis; Luigi Tomelli; George Lasry; Eugene; Robert; therandomattack; upsidedown; Emanuele; jgamblin; chinafish; Dropflux,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
251,2,The SZ42 Challenge — Part 6,https://mysterytwister.org/challenges/level-2/the-sz42-challenge-part-6,2020-10-02,Nils Kopal,22,19,3,2026-06-27,Kurt Gebauer; Eugene; Nicolas; H. Lautenschlager; George Lasry; zuben c3; Theofanidis; J-L Morel; Luigi Tomelli; Peter Uelkes; Rogue Rambler; Polaris; Jerva; madness; Javantea; jgamblin; Snake; Martin Pescador; chinafish,Ron Stoner; Apoorv Raj Saxena; luigylemon,,15
