# Source: ORACC epsd2/admin/ur3 JSON export (CC0), seal surfaces only; tokens are citation form|POS.
text	provenience	seal	line	tokens
P142293	Umma	1	3	šabra|N
P129698	Umma	1	1	Lukala|PN
P129698	Umma	1	2	dubsar|N
P129698	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P130143	Umma	1	1	Inimšara|PN
P130143	Umma	1	2	dubsar|N
P130143	Umma	1	3	dumu|N Urniŋarak|PN
P340176	Umma	1	1	Lugalunkine|PN
P340176	Umma	1	2	šabra|N
P340176	Umma	1	3	dumu|N Lugalniŋlagare|PN
P145043	Umma	1	1	Ludiŋirak|PN
P145043	Umma	1	2	dubsar|N
P145043	Umma	1	3	dumu|N Habaluge|PN
P143894	Umma	1	1	ni-bu₃-x|u
P143894	Umma	1	2	dumu|N Luga|PN
P124550	Puzriš-Dagan	1	1	Urmes|PN
P124550	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P120840	Nippur	1	1	Lugalezem|PN
P120840	Nippur	1	2	dubsar|N
P120840	Nippur	1	3	dumu|N Qurdašu|PN
P248624	Umma	1	1	Šara₂.a.zi|PN
P248624	Umma	1	2	dumu|N UrEnunak|PN
P248624	Umma	1	3	lungak|N Šara|DN
P332249	Nippur	1	1	Luʾinanak|PN
P332249	Nippur	1	2	dubsar|N
P332249	Nippur	1	3	dumu|N Urmeme|PN
P116421	Girsu	1	1	Lunarua|PN
P116421	Girsu	1	2	dubsar|N
P116421	Girsu	1	3	dumu|N UrBaba|PN
P140241	Umma	1	1	Gu.u₂.gu|PN
P140241	Umma	1	2	dubsar|N
P140241	Umma	1	3	dumu|N Manšum|PN
P339956	Umma	1	1	Ukken|PN
P339956	Umma	1	2	dubsar|N
P339956	Umma	1	3	dumu|N Urgigirak|PN
P376947	Umma	1	1	Ukken|PN
P376947	Umma	1	2	dubsar|N
P376947	Umma	1	3	dumu|N Urgigirak|PN
P340526	Umma	1	1	Urlisin|PN
P340526	Umma	1	2	ensik|N Umma|SN
P340526	Umma	1	3	Ur.e₂.nun|PN
P340526	Umma	1	4	dubsar|N
P340526	Umma	1	5	dumu|N Nasilim|PN arad|N
P292561	Umma	1	1	Šagkuge|PN
P292561	Umma	1	2	dubsar|N
P292561	Umma	1	3	dumu|N Šara₂.ga₂.la₂|PN
P138123	Ur	1	1	Nasilim|PN
P138123	Ur	1	2	dubsar|N
P138123	Ur	1	3	dumu|N AradNannak|PN
P113789	Nippur	1	1	Urdudkugak|PN
P113789	Nippur	1	2	dubsar|N
P113789	Nippur	1	3	dumu|N Lukala|PN
P140611	Umma	1	1	Lugalemahe|PN
P140611	Umma	1	2	dubsar|N
P140611	Umma	1	3	dumu|N Lugalkugani|PN
P404813	Umma	1	1	Šusuen|RN Ayakala|PN
P404813	Umma	1	2	lugal|N kalag|V/i ensik|N
P404813	Umma	1	3	lugal|N Urim|SN Umma|SN
P404813	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P324237	Garšana	1	1	Šukabta|PN
P324237	Garšana	1	2	azu|N
P324237	Garšana	1	3	dumu|N Naramili|PN
P324237	Garšana	1	4	Puzur₄.a.ku.um|PN
P324237	Garšana	1	5	azlag|N arad|N
P134803	Puzriš-Dagan	1	1	Urmes|PN
P134803	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P119384	Umma	1	1	En.DU@s|PN
P119384	Umma	1	2	dubsar|N
P119384	Umma	1	3	dumu|N Urištaran|PN
P376414	Umma	1	1	Ureʾe|PN
P376414	Umma	1	2	dubsar|N
P376414	Umma	1	3	dumu|N Urniŋarak|PN
P130840	Umma	1	1	Uršulpaeak|PN
P130840	Umma	1	2	dubsar|N
P130840	Umma	1	3	dumu|N Lugalkugani|PN
P340875	Umma	1	1	Ayakala|PN
P340875	Umma	1	2	dubsar|N
P340875	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P106421	Umma	1	1	Urnungal|PN
P106421	Umma	1	2	dubsar|N
P106421	Umma	1	3	dumu|N Uršara|PN
P106421	Umma	1	4	bisaŋdubak|N
P144652	Umma	1	1	Inimšara|PN
P144652	Umma	1	2	dubsar|N
P144652	Umma	1	3	dumu|N Lugalituda|PN
P125341	Umma	1	1	Lugalkugzu|PN
P125341	Umma	1	2	dubsar|N
P125341	Umma	1	3	dumu|N Urniŋarak|PN
P139698	Umma	1	1	Daga|PN
P139698	Umma	1	2	dubsar|N
P139698	Umma	1	3	dumu|N Ur.geš.ša₃.ga|PN
P141450	Umma	1	1	x-{d}suen|u
P141450	Umma	1	2	lugal|N kalag|V/i
P141450	Umma	1	3	lugal|N Urim|SN
P141450	Umma	1	4	lugal|N an|N anubda|N limmu|NU
P218190	Puzriš-Dagan	1	1	Urmes|PN
P218190	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P200959	Ur	1	1	Ibbisuen|RN lugal|N an|N anubda|N limmu|NU
P200959	Ur	1	2	lugal|N kalag|V/i KugNanna|PN
P200959	Ur	1	3	lugal|N Urim|SN dubsar|N
P200959	Ur	1	4	arad|N
P128573	Girsu	1	1	Urlammar|PN Urniŋarak|PN
P128573	Girsu	1	2	ensik|N dubsar|N
P128573	Girsu	1	3	Lagaš|SN dumu|N Luninšubur|PN
P128573	Girsu	1	4	arad|N
P376044	Umma	1	1	Amarsuenak|RN Ayakala|PN
P376044	Umma	1	2	nita-kal-ga|X ensik|N
P376044	Umma	1	3	lugal|N Urim|SN Umma|SN
P376044	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P204019	Girsu	1	1	UrBaba|PN
P204019	Girsu	1	2	dubsar|N
P204019	Girsu	1	3	dumu|N Halili|PN
P125711	Puzriš-Dagan	1	1	Urmes|PN
P125711	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P109384	Umma	1	1	Urmes|PN
P109384	Umma	1	2	dubsar|N
P109384	Umma	1	3	dumu|N UrAšnanak|PN
P250644	Umma	1	1	Urištaran|PN
P250644	Umma	1	2	dumu|N Ur.dumu.zi.da|PN
P250644	Umma	1	3	damgar|N
P139732	Umma	1	1	Lubalasagak|PN
P139732	Umma	1	2	dubsar|N
P139732	Umma	1	3	dumu|N Mama|PN
P112198	Turam-ili Arch.	1	1	Muŋu|PN
P112198	Turam-ili Arch.	1	2	damgar|N
P112198	Turam-ili Arch.	1	3	dumu|N Ku.ru.ub.suen|PN
P141000	Umma	1	1	Amarsuenak|RN Urlisin|PN
P141000	Umma	1	2	nita|N kalag|V/i ensik|N
P141000	Umma	1	3	lugal|N Urim|SN Umma|SN
P141000	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P116972	Nippur	1	1	Lugalpaʾe|PN
P116972	Nippur	1	2	dumu|N x|u
P118595	Umma	1	1	Lugalituda|PN
P118595	Umma	1	2	nubanda|N gud|N
P118595	Umma	1	3	dumu|N Ŋirini|PN
P339405	Umma	1	1	LugalIštaran|PN
P339405	Umma	1	2	dubsar|N
P339405	Umma	1	3	dumu|N Lubanda|PN
P144828	Umma	1	1	In.sa₆.sa₆|PN
P144828	Umma	1	2	dumu|N dug|V/t muhaldim|N
P111167	Girsu	1	1	UrEškugak|PN
P111167	Girsu	1	2	dubsar|N
P111167	Girsu	1	3	dumu|N x|u
P119557	Umma	1	1	Urnungal|PN
P119557	Umma	1	2	dubsar|N
P119557	Umma	1	3	dumu|N Lugalemahe|PN
P323321	unknown	1	1	NurAdad|PN
P323321	unknown	1	2	dumu|N Abuṭab|PN
P107549	Nippur	1	1	Urenlila|PN
P107549	Nippur	1	2	dumu|N Urnin-X|PN
P105574	Nippur	1	1	Huwawa|PN
P105574	Nippur	1	2	dumu|N x|u En.X|DN
P105574	Nippur	2	1	Lugalkugzu|PN
P105574	Nippur	2	2	dubsar|N
P105574	Nippur	2	3	dumu|N Nam.x|PN x|u
P292648	Umma	1	1	Lu₂.sa₆.i₃.zu|PN
P292648	Umma	1	2	dubsar|N
P292648	Umma	1	3	dumu|N Ayakala|PN
P377086	Umma	1	1	Gu.u₂.gu|PN
P377086	Umma	1	2	dubsar|N
P377086	Umma	1	3	dumu|N Manšum|PN
P116358	Girsu	1	1	Lu₂.kaš|SN
P116358	Girsu	1	2	dumu|N Lugalazida|PN
P116358	Girsu	1	3	ugula|N magid|N x|u
P140538	Umma	1	1	Lukala|PN
P140538	Umma	1	2	dubsar|N
P140538	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P140492	Umma	1	1	Lugal.si.NE.e|PN
P140492	Umma	1	2	dubsar|N
P140492	Umma	1	3	dumu|N UrEnunak|PN
P139948	Umma	1	1	Lukala|PN
P139948	Umma	1	2	dubsar|N
P139948	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P121181	Nippur	1	1	Lukala|PN
P121181	Nippur	1	2	dubsar|N
P121181	Nippur	1	3	dumu|N Ŋirini|PN
P124679	Umma	1	1	Ayakala|PN
P124679	Umma	1	2	dubsar|N
P124679	Umma	1	3	dumu|N Urniŋarak|PN
P211562	Umma	1	1	Amarsuenak|RN Urlisin|PN
P211562	Umma	1	2	nita|N kalag|V/i ensik|N
P211562	Umma	1	3	lugal|N Urim|SN Umma|SN
P211562	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P119107	Umma	1	1	Uršulpaeak|PN
P119107	Umma	1	2	dubsar|N
P119107	Umma	1	3	dumu|N Niŋdupaʾe|PN kurušda|N
P130790	Umma	1	1	Ureʾe|PN dubsar|N
P130790	Umma	1	2	dumu|N Urniŋarak|PN
P108716	Umma	1	1	Šeškala|PN
P108716	Umma	1	2	dubsar|N
P108716	Umma	1	3	dumu|N Lugalmagure|PN
P144982	Umma	1	1	Urgigirak|PN
P144982	Umma	1	2	dubsar|N
P144982	Umma	1	3	dumu|N Basaga|PN
P142155	Umma	1	1	Ki.ag₂.mu|PN
P142155	Umma	1	2	ugula|N guzala|N
P142155	Umma	1	3	Abiya|PN idu|N
P142155	Umma	1	4	arad|N
P104365	Puzriš-Dagan	1	1	Urmes|PN
P104365	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P322530	Garšana	1	1	Šusuen|RN Simatištaran|PN
P322530	Garšana	1	2	lugal|N kalag|V/i nin|N kiʾaŋa|AJ
P322530	Garšana	1	3	lugal|N Urim|SN Adadillat|PN
P322530	Garšana	1	4	lugal|N an|N anubda|N limmu|NU dumu|N Abiya|PN
P322530	Garšana	1	5	arad|N
P322530	Garšana	1	6	dubsar|N
P209502	Umma	1	1	Lubanda|PN
P209502	Umma	1	2	munsub|N Šara|DN
P209502	Umma	1	3	dumu|N Gigir.re|PN
P121928	Umma	1	1	Mes.e₂|PN
P121928	Umma	1	2	dubsar|N
P121928	Umma	1	3	dumu|N Dada|PN
P517777	Puzriš-Dagan	1	1	Šusuen|RN Nursuen|PN
P517777	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P517777	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N i-di₃-ir₃-ra|X
P517777	Puzriš-Dagan	1	4	lugal|N anubda|N limmu|NU arad|N
P122607	Umma	1	1	Šusuen|RN Ayakala|PN
P122607	Umma	1	2	lugal|N kalag|V/i ensik|N
P122607	Umma	1	3	lugal|N Urim|SN Umma|SN
P122607	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P121882	Umma	1	1	Uršatalu|PN
P121882	Umma	1	2	dubsar|N
P121882	Umma	1	3	dumu|N Uršukugak|PN gudug|N
P204760	Girsu	1	1	Lumelim|PN
P204760	Girsu	1	2	dumu|N Urmama|PN kurušda|N
P125068	Umma	1	1	Bu₃.da|PN
P125068	Umma	1	2	lungak|N Šara|DN
P125068	Umma	1	3	dumu|N UrŠakkan|PN
P201098	Puzriš-Dagan	1	1	Urmes|PN
P201098	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P127055	Umma	1	1	Inimšara|PN
P127055	Umma	1	2	dubsar|N
P127055	Umma	1	3	dumu|N Lugalituda|PN
P104735	Umma	1	1	Šusuen|RN Ayakala|PN
P104735	Umma	1	2	lugal|N kalag|V/i ensik|N
P104735	Umma	1	3	lugal|N Urim|SN Umma|SN
P104735	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P106708	Umma	1	1	diŋir|N
P106708	Umma	1	2	dubsar|N
P106708	Umma	1	3	dumu|N Luga|PN
P133446	Girsu	1	1	Urnanše|PN
P133446	Girsu	1	2	dubsar|N
P133446	Girsu	1	3	dumu|N Nabasag|PN
P390844	Umma	1	1	Amarsuenak|RN Ayakala|PN
P390844	Umma	1	2	lugal|N kalag|V/i ensik|N
P390844	Umma	1	3	lugal|N Urim|SN Umma|SN
P390844	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P101537	Umma	1	1	UrNinsuk|PN
P101537	Umma	1	2	dubsar|N
P101537	Umma	1	3	dumu|N Lušara|PN saŋ.DUN₃|N
P517327	Umma	1	1	Lugina|PN
P517327	Umma	1	2	dubsar|N
P517327	Umma	1	3	dumu|N Dada|PN
P122257	Nippur	1	1	Lugalnamtare|PN
P122257	Nippur	1	2	dumu|N Lugalazida|PN
P122257	Nippur	1	3	x-x|u Enlil|DN
P109107	Girsu	1	1	Kuda|PN
P109107	Girsu	1	2	dubsar|N
P109107	Girsu	1	3	dumu|N Uršara|PN
P109107	Girsu	1	4	ugulaʾek|N
P144081	Umma	1	1	Ukken|PN
P144081	Umma	1	2	dubsar|N
P144081	Umma	1	3	dumu|N Urgigirak|PN
P143744	Umma	1	1	Dada|PN
P143744	Umma	1	2	arad|N egula|N
P209447	Umma	1	1	Ur.da|PN
P209447	Umma	1	2	išib|N Šara₂.banda₃|PN
P339669	Umma	1	1	Muni|PN dubsar|N
P339669	Umma	1	2	dumu|N Ayakala|PN
P339669	Umma	1	3	gudug|N Ninura|DN
P331259	Ur	1	1	UrNinsumunakak|PN
P331259	Ur	1	2	dubsar|N
P331259	Ur	1	3	dumu|N NI.BA.NI.GEŠ|PN
P331259	Ur	1	4	arad|N {d}x|u
P144594	Umma	1	1	Šarakam|PN
P144594	Umma	1	2	dubsar|N
P144594	Umma	1	3	dumu|N Lugal.kiri₆|PN
P109412	Umma	1	1	Lugalemahe|PN
P109412	Umma	1	2	dubsar|N
P109412	Umma	1	3	dumu|N Lugalkugani|PN
P201077	Puzriš-Dagan	1	1	dug|V/t dubsar|N
P201077	Puzriš-Dagan	1	2	dumu|N LuNinŋirsukak|PN
P201077	Puzriš-Dagan	1	3	sipad|N nagabtum|N
P140884	Umma	1	1	Urgigirak|PN
P140884	Umma	1	2	dubsar|N
P140884	Umma	1	3	dumu|N Bar.ra.an|PN
P120285	Umma	1	1	Uršulpaeak|PN
P120285	Umma	1	2	dubsar|N
P120285	Umma	1	3	dumu|N Lugalkugani|PN
P110633	Girsu	1	1	KurrubŠamaš|PN
P110633	Girsu	1	2	šakkanak|N
P110633	Girsu	1	3	Šulgibani|PN
P110633	Girsu	1	4	lu|N kaš|N dumu|N
P133153	Girsu	1	1	Lugalšaglal|PN
P133153	Girsu	1	2	dumu|N Luutu|PN
P118203	Umma	1	1	Lu₂.tur.tur|PN
P118203	Umma	1	2	dubsar|N
P118203	Umma	1	3	dumu|N A.na.mu|PN
P339393	Umma	1	1	Luninšubur|PN
P339393	Umma	1	2	dubsar|N
P339393	Umma	1	3	dumu|N Lugalheŋal|PN
P339393	Umma	1	4	mu.SAR|N Šara|DN
P291121	Umma	1	1	Ursuen|PN
P291121	Umma	1	2	dumu|N Niŋarkidug|PN
P339239	Umma	1	1	Šusuen|RN Ayakala|PN
P339239	Umma	1	2	lugal|N kalag|V/i ensik|N
P339239	Umma	1	3	lugal|N Urim|SN Umma|SN
P339239	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P122312	Nippur	1	1	LuEnlilak|PN
P122312	Nippur	1	2	dumu|N x|u
P517262	Girsu	1	1	UrNinŋešzidakak|PN
P517262	Girsu	1	2	malah|N
P517262	Girsu	1	3	dumu|N LU₂.X|PN
P517262	Girsu	1	4	x|u
P143601	Umma	1	1	Uršulpaeak|PN
P143601	Umma	1	2	dubsar|N
P143601	Umma	1	3	dumu|N Lugalkugani|PN
P380002	Girsu	1	1	Urigalim|PN
P380002	Girsu	1	2	dubsar|N
P380002	Girsu	1	3	dumu|N Ursaga|PN
P127110	Umma	1	1	Ayakala|PN
P127110	Umma	1	2	dubsar|N
P127110	Umma	1	3	dumu|N Ukken|PN
P204625	Girsu	1	1	Urenlila|PN
P204625	Girsu	1	2	dubsar|N
P204625	Girsu	1	3	dumu|N Inimsag|PN kurušda|N
P119941	Umma	1	1	Basaga|PN
P119941	Umma	1	2	dubsar|N
P119941	Umma	1	3	dumu|N Lugalsaga|PN
P104670	Puzriš-Dagan	1	1	Irib|PN
P104670	Puzriš-Dagan	1	2	dumu|N SI.A.a|PN
P104670	Puzriš-Dagan	1	3	x|u {d}x|u
P210236	Umma	1	1	En.DU@s|PN
P210236	Umma	1	2	dubsar|N
P210236	Umma	1	3	dumu|N Urištaran|PN
P407550	Puzriš-Dagan	1	1	Urmes|PN
P407550	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P330448	Umma	1	1	Ušŋu|PN
P330448	Umma	1	2	dubsar|N
P330448	Umma	1	3	dumu|N Lugalsaga|PN
P124696	Umma	1	1	Nabasa|PN
P124696	Umma	1	2	dubsar|N
P124696	Umma	1	3	dumu|N Ugu₂.du₆|PN
P108203	Umma	1	1	UrDumuzidak|PN
P108203	Umma	1	2	dubsar|N
P108203	Umma	1	3	dumu|N x|u
P123153	Girsu	1	1	Nam.zi.tar|PN
P123153	Girsu	1	2	dubsar|N
P123153	Girsu	1	3	dumu|N Allaŋu|PN
P123153	Girsu	1	4	šabra|N
P140187	Umma	1	1	Dadaga|PN
P140187	Umma	1	2	dubsar|N
P140187	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P111022	Girsu	1	1	Ursaga|PN
P111022	Girsu	1	2	dubsar|N
P111022	Girsu	1	3	dumu|N Urgula|PN
P291822	Umma	1	1	Urgigirak|PN
P291822	Umma	1	2	kinda|N Šara|DN
P119412	Umma	1	1	A.du|PN
P119412	Umma	1	2	dubsar|N
P119412	Umma	1	3	dumu|N Luga|PN
P454132	Irisagrig	1	1	Bibi|PN
P454132	Irisagrig	1	2	dubsar|N
P454132	Irisagrig	1	3	dumu|N x|u
P272559	unknown	1	1	Urniŋarak|PN
P272559	unknown	1	2	dubsar|N
P272559	unknown	1	3	dumu|N Al.la.dingir|PN
P290730	Umma	1	1	Dadaga|PN
P290730	Umma	1	2	dubsar|N
P290730	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P316080	Girsu	1	1	LuNinŋirsukak|PN
P316080	Girsu	1	2	dubsar|N
P316080	Girsu	1	3	dumu|N Ursaga|PN
P316080	Girsu	1	4	nubanda|N kurušda|N
P291988	Umma	1	1	Dudu|PN
P291988	Umma	1	2	išibmah|N Inanak|DN
P291988	Umma	1	3	Zabala₃|SN
P507798	Girsu	1	1	LuBaba|PN
P507798	Girsu	1	2	dubsar|N
P507798	Girsu	1	3	x|u
P454098	Irisagrig	1	1	Šukubum|PN
P454098	Irisagrig	1	2	dubsar|N
P454098	Irisagrig	1	3	dumu|N Ti.ga.num₂|PN
P114670	Girsu	1	1	Namhani|PN
P114670	Girsu	1	2	dumu|N Ludiŋirak|PN
P235482	Umma	1	1	Lu₂.nam₂.an|PN
P235482	Umma	1	2	dubsar|N
P235482	Umma	1	3	dumu|N Lušara|PN
P235482	Umma	1	4	saŋ.DUN₃|N
P126701	Puzriš-Dagan	1	1	Šusuen|RN UrKugnunak|PN
P126701	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P126701	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N LuNinŋirsukak|PN kurušda|N
P126701	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P377069	Umma	1	1	x|u Urlisin|PN
P377069	Umma	1	2	x|u ensik|N
P377069	Umma	1	3	lugal|N Urim|SN Umma|SN
P377069	Umma	1	4	lugal|N anubda|N limmu|NU arad|N
P119042	Umma	1	1	I₇.pa.e₃|PN
P119042	Umma	1	2	dubsar|N
P119042	Umma	1	3	dumu|N Lušara|PN
P119042	Umma	1	4	saŋ.DUN₃|N
P292432	Umma	1	1	Ursuen|PN
P292432	Umma	1	2	dumu|N Urgigirak|PN
P128973	Umma	1	1	Urnungal|PN
P128973	Umma	1	2	dubsar|N
P128973	Umma	1	3	dumu|N Uršara|PN
P128973	Umma	1	4	bisaŋdubak|N
P132187	Girsu	1	1	UrNinŋešzidakak|PN
P132187	Girsu	1	2	dubsar|N
P132187	Girsu	1	3	dumu|N Ursaga|PN
P324364	Garšana	1	1	Un.du.ur|PN
P324364	Garšana	1	2	ad.KID|N
P324364	Garšana	1	3	arad|N Simatištaran|PN
P134950	Puzriš-Dagan	1	1	Šusuen|RN UrKugnunak|PN
P134950	Puzriš-Dagan	1	2	lugal|N kalag|V/i dubsar|N
P134950	Puzriš-Dagan	1	3	lugal|N Urim|SN dumu|N LuNinŋirsukak|PN kurušda|N
P134950	Puzriš-Dagan	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P378109	Girsu	1	1	Urlammar|PN
P378109	Girsu	1	2	dubsar|N
P378109	Girsu	1	3	dumu|N Urgigirak|PN
P331865	Ur	1	1	Lugina|PN
P331865	Ur	1	2	dubsar|N
P331865	Ur	1	3	dumu|N Luninŋak|PN
P140742	Umma	1	1	Lugalnir|PN
P140742	Umma	1	2	dubsar|N
P140742	Umma	1	3	dumu|N Uršara|PN
P140742	Umma	1	4	bisaŋdubak|N
P235617	Umma	1	1	Agu|PN
P235617	Umma	1	2	dubsar|N
P235617	Umma	1	3	dumu|N Lugalemahe|PN
P112862	Girsu	1	1	Mani|PN
P112862	Girsu	1	2	šagia|N
P112862	Girsu	1	3	Gudea|PN
P112862	Girsu	1	4	dumu|N Urlammar|PN
P108096	Umma	1	1	Šulgir|RN Urlisin|PN
P108096	Umma	1	2	nita|N kalag|V/i ensik|N
P108096	Umma	1	3	lugal|N Urim|SN Umma|SN
P108096	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P145110	Umma	1	1	LuʾIbgalak|PN
P145110	Umma	1	2	dubsar|N
P145110	Umma	1	3	dumu|N Urŋiparak|PN
P145110	Umma	1	4	gudug|N Inanak|DN
P113770	Umma	1	1	atu|N
P113770	Umma	1	2	dubsar|N
P113770	Umma	1	3	dumu|N Lugalsaga|PN
P342018	Umma	1	1	Lugal.e.ba.an.sa₆|PN
P342018	Umma	1	2	dubsar|N
P342018	Umma	1	3	dumu|N Urištaran|PN
P324734	Garšana	1	1	Ma.lik.ba.ni|PN
P324734	Garšana	1	2	arad|N Naramili|PN
P339805	Umma	1	1	Abbasaga|PN
P339805	Umma	1	2	dumu|N Da.du.mu|PN
P339805	Umma	1	3	nubanda|N gud|N
P129231	Umma	1	1	Ikala|PN
P129231	Umma	1	2	dubsar|N
P129231	Umma	1	3	dumu|N Lusaga|PN
P140312	Umma	1	1	Ureʾe|PN
P140312	Umma	1	2	dubsar|N
P140312	Umma	1	3	dumu|N Urniŋarak|PN
P120913	Nippur	1	1	Šukubum|PN
P120913	Nippur	1	2	arad|N Šulginada|PN
P121601	Nippur	1	1	Šeškala|PN
P121601	Nippur	1	2	dumu|N Uršulpaeak|PN
P218169	Puzriš-Dagan	1	1	Urmes|PN
P218169	Puzriš-Dagan	1	2	dumu|N Lana|PN kurušda|N
P139661	Umma	1	1	Kugani|PN
P139661	Umma	1	2	dubsar|N
P139661	Umma	1	3	dumu|N Ursaga|PN
P144351	Umma	1	1	Lukala|PN
P144351	Umma	1	2	dubsar|N
P144351	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P106122	Umma	1	1	Lusuen|PN
P106122	Umma	1	2	dubsar|N
P106122	Umma	1	3	dumu|N dumu|N Urniŋarak|PN kurušda|N
P376117	Umma	1	1	Ludiŋirak|PN
P376117	Umma	1	2	dubsar|N
P376117	Umma	1	3	dumu|N Lugalemahe|PN
P210559	Umma	1	1	Šusuen|RN Ayakala|PN
P210559	Umma	1	2	lugal|N kalag|V/i ensik|N
P210559	Umma	1	3	lugal|N Urim|SN Umma|SN
P210559	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P312606	Umma	1	1	Lu₂.ha.ia₃|PN
P312606	Umma	1	2	dubsar|N
P312606	Umma	1	3	dumu|N Ureʾe|PN kuš|N
P499727	Aradmu Arch.	1	1	Ursuen|PN
P499727	Aradmu Arch.	1	2	dubsar|N
P499727	Aradmu Arch.	1	3	dumu|N Pa₃.da|PN
P141153	Umma	1	1	Lu₂.sa₆.i₃.zu|PN
P141153	Umma	1	2	dubsar|N
P141153	Umma	1	3	dumu|N Ayakala|PN
P117733	Umma	1	1	Urniŋarak|PN
P117733	Umma	1	2	dubsar|N
P117733	Umma	1	3	Ŋirini|PN
P125212	Umma	1	1	Habaluge|PN
P125212	Umma	1	2	dumu|N Uršara|PN
P117699	Umma	1	1	Aradŋu|PN
P117699	Umma	1	2	dubsar|N
P117699	Umma	1	3	dumu|N Urniŋarak|PN kuš|N
P131601	Puzriš-Dagan	1	1	Ninagalisag|PN
P131601	Puzriš-Dagan	1	2	dumu|N Urlugal|PN
P106572	Umma	1	1	Lu₂.sa₆.i₃.zu|PN
P106572	Umma	1	2	dubsar|N
P106572	Umma	1	3	dumu|N Ayakala|PN
P209328	Umma	1	1	Lukala|PN
P209328	Umma	1	2	dubsar|N
P209328	Umma	1	3	dumu|N x|u
P118096	Umma	1	1	Lugalniŋlagare|PN
P118096	Umma	1	2	dumu|N Iri.bar.re|PN
P118096	Umma	1	3	gudug|N Nig₂.lagar|PN
P249166	Umma	1	1	Urzu|PN
P249166	Umma	1	2	dubsar|N
P249166	Umma	1	3	dumu|N Azida|PN
P141503	Umma	1	1	LuŠulgirak|PN
P141503	Umma	1	2	dubsar|N
P141503	Umma	1	3	dumu|N Uršara|PN
P141503	Umma	1	4	bisaŋdubak|N
P515160	Irisagrig	1	1	arad₂-{d}x|u
P515160	Irisagrig	1	2	dubsar|N
P339413	Umma	1	1	Uršara|PN
P339413	Umma	1	2	dubsar|N
P339413	Umma	1	3	dumu|N Šeškala|PN
P391039	Puzriš-Dagan	1	1	Lugalezem|PN
P391039	Puzriš-Dagan	1	2	dubsar|N
P391039	Puzriš-Dagan	1	3	dumu|N Dudu|PN
P517448	Umma	1	1	Ayakala|PN
P517448	Umma	1	2	dumu|N ba|V/t
P517448	Umma	1	3	šagia|N Šara|DN
P515475	Umma region	1	1	Šeškala|PN
P515475	Umma region	1	2	dumu|N Ursaga|PN
P141016	Umma	1	1	Šusuen|RN Ayakala|PN
P141016	Umma	1	2	lugal|N kalag|V/i ensik|N
P141016	Umma	1	3	lugal|N Urim|SN Umma|SN
P141016	Umma	1	4	lugal|N an|N anubda|N limmu|NU arad|N
P126828	Umma	1	1	Abbagina|PN
P126828	Umma	1	2	dubsar|N
P126828	Umma	1	3	dumu|N Lugalmagure|PN
P139724	Umma	1	1	Lugalezem|PN
P139724	Umma	1	2	dubsar|N
P139724	Umma	1	3	dumu|N Dada|PN
P249189	Umma	1	1	Uršara|PN
P249189	Umma	1	2	x|u
P249189	Umma	1	3	x|u
P109392	Umma	1	1	Lugalheŋal|PN
P109392	Umma	1	2	dubsar|N
P109392	Umma	1	3	dumu|N Urniŋarak|PN
P206032	Girsu	1	1	LuNinŋirsukak|PN
P206032	Girsu	1	2	dubsar|N
P206032	Girsu	1	3	dumu|N UrBaba|PN
P376052	Umma	1	1	Urgigirak|PN
P376052	Umma	1	2	dubsar|N
P376052	Umma	1	3	dumu|N Basaga|PN
P118079	Umma	1	1	Muni|PN
